model,mhc_class,condition,target,sample,ranking_score,is_best_ranked,iptm,ptm,n_chains,ptm_mhc,ptm_pep,ptm_mhcb,ptm_tcra,ptm_tcrb,cp_mhc_pep,cp_mhca_mhcb,cp_mhcb_pep,cp_mhc_tcra,cp_mhc_tcrb,cp_pep_tcra,cp_pep_tcrb,cp_mhcb_tcra,cp_mhcb_tcrb,cp_tcra_tcrb,mean_tcr_pmhc_iptm,chain_pair_iptm
protenix_v2,classI,with_msa_with_template,7nme_pmhc_tcr,3,0.7641899585723877,False,0.7523284554481506,0.8116357326507568,4,0.9588849544525146,0.1799386739730835,,0.9404466152191162,0.9588755965232849,0.9684270024299622,,,0.6073909997940063,0.5990735292434692,0.6173527836799622,0.6379167437553406,,,0.9433302283287048,0.6154335141181946,"[[0.0, 0.9684270024299622, 0.6073909997940063, 0.5990735292434692], [0.9684270024299622, 0.0, 0.6173527836799622, 0.6379167437553406], [0.6073909997940063, 0.6173527836799622, 0.0, 0.9433302283287048], [0.5990735292434692, 0.6379167437553406, 0.9433302283287048, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nme_pmhc_tcr,4,0.7639342546463013,False,0.7522215843200684,0.8107849955558777,4,0.9589049816131592,0.18004250526428223,,0.9406449794769287,0.958848774433136,0.9681784510612488,,,0.6145222187042236,0.5987003445625305,0.6183913350105286,0.6348015666007996,,,0.9434787631034851,0.6166038662195206,"[[0.0, 0.9681784510612488, 0.6145222187042236, 0.5987003445625305], [0.9681784510612488, 0.0, 0.6183913350105286, 0.6348015666007996], [0.6145222187042236, 0.6183913350105286, 0.0, 0.9434787631034851], [0.5987003445625305, 0.6348015666007996, 0.9434787631034851, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmf_pmhc_tcr,0,0.7700393795967102,True,0.7585925459861755,0.8158265352249146,4,0.9591281414031982,0.18093298375606537,,0.9406364560127258,0.9591091275215149,0.9685308933258057,,,0.6218626499176025,0.6099062561988831,0.6322678923606873,0.6513398289680481,,,0.9435645341873169,0.6288441568613052,"[[0.0, 0.9685308933258057, 0.6218626499176025, 0.6099062561988831], [0.9685308933258057, 0.0, 0.6322678923606873, 0.6513398289680481], [0.6218626499176025, 0.6322678923606873, 0.0, 0.9435645341873169], [0.6099062561988831, 0.6513398289680481, 0.9435645341873169, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmf_pmhc_tcr,1,0.7680398225784302,False,0.7565621137619019,0.8139506578445435,4,0.9590081572532654,0.18023285269737244,,0.9404546618461609,0.9590730667114258,0.9683560132980347,,,0.6161227226257324,0.6063941121101379,0.6259447932243347,0.6455132961273193,,,0.9434483647346497,0.6234937310218811,"[[0.0, 0.9683560132980347, 0.6161227226257324, 0.6063941121101379], [0.9683560132980347, 0.0, 0.6259447932243347, 0.6455132961273193], [0.6161227226257324, 0.6259447932243347, 0.0, 0.9434483647346497], [0.6063941121101379, 0.6455132961273193, 0.9434483647346497, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmf_pmhc_tcr,2,0.7655796408653259,False,0.7539685964584351,0.812023937702179,4,0.9588839411735535,0.1795991063117981,,0.9402864575386047,0.9590076804161072,0.9681214094161987,,,0.6141437292098999,0.601982593536377,0.6210806369781494,0.6389532089233398,,,0.9434014558792114,0.6190400421619415,"[[0.0, 0.9681214094161987, 0.6141437292098999, 0.601982593536377], [0.9681214094161987, 0.0, 0.6210806369781494, 0.6389532089233398], [0.6141437292098999, 0.6210806369781494, 0.0, 0.9434014558792114], [0.601982593536377, 0.6389532089233398, 0.9434014558792114, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmf_pmhc_tcr,3,0.7636501789093018,False,0.7517684698104858,0.8111768364906311,4,0.9588593244552612,0.17955777049064636,,0.9402662515640259,0.9590532779693604,0.968119204044342,,,0.6052758097648621,0.5983626842498779,0.6161592602729797,0.6375500559806824,,,0.9433073997497559,0.6143369525671005,"[[0.0, 0.968119204044342, 0.6052758097648621, 0.5983626842498779], [0.968119204044342, 0.0, 0.6161592602729797, 0.6375500559806824], [0.6052758097648621, 0.6161592602729797, 0.0, 0.9433073997497559], [0.5983626842498779, 0.6375500559806824, 0.9433073997497559, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmf_pmhc_tcr,4,0.7635208368301392,False,0.7517873644828796,0.8104548454284668,4,0.958936870098114,0.1796257495880127,,0.9404985308647156,0.9590476751327515,0.9679241180419922,,,0.6133520007133484,0.5981292128562927,0.6179457306861877,0.6343386173248291,,,0.943509042263031,0.6159413903951645,"[[0.0, 0.9679241180419922, 0.6133520007133484, 0.5981292128562927], [0.9679241180419922, 0.0, 0.6179457306861877, 0.6343386173248291], [0.6133520007133484, 0.6179457306861877, 0.0, 0.943509042263031], [0.5981292128562927, 0.6343386173248291, 0.943509042263031, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmg_pmhc_tcr,0,0.8126547336578369,True,0.8029127717018127,0.851622462272644,4,0.9550981521606445,0.1698227971792221,,0.9419823884963989,0.9602088928222656,0.9653308391571045,,,0.6892687082290649,0.678767740726471,0.6974194645881653,0.7277820110321045,,,0.9449421763420105,0.6983094811439514,"[[0.0, 0.9653308391571045, 0.6892687082290649, 0.678767740726471], [0.9653308391571045, 0.0, 0.6974194645881653, 0.7277820110321045], [0.6892687082290649, 0.6974194645881653, 0.0, 0.9449421763420105], [0.678767740726471, 0.7277820110321045, 0.9449421763420105, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmg_pmhc_tcr,1,0.8118519186973572,False,0.8020539283752441,0.8510436415672302,4,0.9549126625061035,0.16955500841140747,,0.9418043494224548,0.9600998163223267,0.9650144577026367,,,0.6837688684463501,0.6773549318313599,0.6928715705871582,0.7264411449432373,,,0.944703221321106,0.6951091289520264,"[[0.0, 0.9650144577026367, 0.6837688684463501, 0.6773549318313599], [0.9650144577026367, 0.0, 0.6928715705871582, 0.7264411449432373], [0.6837688684463501, 0.6928715705871582, 0.0, 0.944703221321106], [0.6773549318313599, 0.7264411449432373, 0.944703221321106, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmg_pmhc_tcr,2,0.8116556406021118,False,0.8018736243247986,0.8507834672927856,4,0.9548875689506531,0.16954854130744934,,0.9418897032737732,0.9601744413375854,0.9651949405670166,,,0.678265392780304,0.6765271425247192,0.6900348663330078,0.725678026676178,,,0.9446988701820374,0.6926263570785522,"[[0.0, 0.9651949405670166, 0.678265392780304, 0.6765271425247192], [0.9651949405670166, 0.0, 0.6900348663330078, 0.725678026676178], [0.678265392780304, 0.6900348663330078, 0.0, 0.9446988701820374], [0.6765271425247192, 0.725678026676178, 0.9446988701820374, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmg_pmhc_tcr,3,0.8110308051109314,False,0.8014786243438721,0.8492395877838135,4,0.9550526142120361,0.16987088322639465,,0.9419810175895691,0.9601015448570251,0.9649558663368225,,,0.6880550980567932,0.6746886968612671,0.6932637095451355,0.7224317193031311,,,0.9448564052581787,0.6946098059415817,"[[0.0, 0.9649558663368225, 0.6880550980567932, 0.6746886968612671], [0.9649558663368225, 0.0, 0.6932637095451355, 0.7224317193031311], [0.6880550980567932, 0.6932637095451355, 0.0, 0.9448564052581787], [0.6746886968612671, 0.7224317193031311, 0.9448564052581787, 0.0]]"
protenix_v2,classI,with_msa_with_template,7nmg_pmhc_tcr,4,0.8106474280357361,False,0.8007811307907104,0.8501124382019043,4,0.954734206199646,0.16950270533561707,,0.9417881369590759,0.9600664377212524,0.9651391506195068,,,0.6859420537948608,0.6741060018539429,0.6933229565620422,0.7249489426612854,,,0.9447415471076965,0.6945799887180328,"[[0.0, 0.9651391506195068, 0.6859420537948608, 0.6741060018539429], [0.9651391506195068, 0.0, 0.6933229565620422, 0.7249489426612854], [0.6859420537948608, 0.6933229565620422, 0.0, 0.9447415471076965], [0.6741060018539429, 0.7249489426612854, 0.9447415471076965, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow5_pmhc_tcr,0,0.7954434156417847,True,0.7851329445838928,0.8366852402687073,4,0.9480710625648499,0.1328548789024353,,0.9301380515098572,0.9352886080741882,0.9371839761734009,,,0.6679269075393677,0.6140159368515015,0.7333342432975769,0.6395808458328247,,,0.9092706441879272,0.6637144833803177,"[[0.0, 0.9371839761734009, 0.6679269075393677, 0.6140159368515015], [0.9371839761734009, 0.0, 0.7333342432975769, 0.6395808458328247], [0.6679269075393677, 0.7333342432975769, 0.0, 0.9092706441879272], [0.6140159368515015, 0.6395808458328247, 0.9092706441879272, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow5_pmhc_tcr,1,0.7951290011405945,False,0.7848021984100342,0.8364362120628357,4,0.948040783405304,0.1325169950723648,,0.9301570057868958,0.9352489709854126,0.9370445013046265,,,0.6654145121574402,0.6125842332839966,0.7341848015785217,0.6399995684623718,,,0.9094647765159607,0.6630457788705826,"[[0.0, 0.9370445013046265, 0.6654145121574402, 0.6125842332839966], [0.9370445013046265, 0.0, 0.7341848015785217, 0.6399995684623718], [0.6654145121574402, 0.7341848015785217, 0.0, 0.9094647765159607], [0.6125842332839966, 0.6399995684623718, 0.9094647765159607, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow5_pmhc_tcr,2,0.7949481010437012,False,0.7846168279647827,0.8362730145454407,4,0.9480382800102234,0.13273485004901886,,0.9298158884048462,0.935157299041748,0.9373326301574707,,,0.6662916541099548,0.613268256187439,0.7322077751159668,0.6399358510971069,,,0.9089124798774719,0.6629258841276169,"[[0.0, 0.9373326301574707, 0.6662916541099548, 0.613268256187439], [0.9373326301574707, 0.0, 0.7322077751159668, 0.6399358510971069], [0.6662916541099548, 0.7322077751159668, 0.0, 0.9089124798774719], [0.613268256187439, 0.6399358510971069, 0.9089124798774719, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow5_pmhc_tcr,3,0.7948536276817322,False,0.7845106720924377,0.8362253904342651,4,0.948029100894928,0.13268962502479553,,0.9300207495689392,0.9351597428321838,0.9370354413986206,,,0.6664284467697144,0.613296389579773,0.7336933016777039,0.6410449743270874,,,0.9088717103004456,0.6636157780885696,"[[0.0, 0.9370354413986206, 0.6664284467697144, 0.613296389579773], [0.9370354413986206, 0.0, 0.7336933016777039, 0.6410449743270874], [0.6664284467697144, 0.7336933016777039, 0.0, 0.9088717103004456], [0.613296389579773, 0.6410449743270874, 0.9088717103004456, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow5_pmhc_tcr,4,0.7944937944412231,False,0.7841364145278931,0.8359230756759644,4,0.9480252861976624,0.13264136016368866,,0.9300000071525574,0.9349982142448425,0.9372537732124329,,,0.6650347709655762,0.6108985543251038,0.7317923307418823,0.6359623074531555,,,0.9088942408561707,0.6609219908714294,"[[0.0, 0.9372537732124329, 0.6650347709655762, 0.6108985543251038], [0.9372537732124329, 0.0, 0.7317923307418823, 0.6359623074531555], [0.6650347709655762, 0.7317923307418823, 0.0, 0.9088942408561707], [0.6108985543251038, 0.6359623074531555, 0.9088942408561707, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow6_pmhc_tcr,0,0.7421925663948059,True,0.7289749979972839,0.795062780380249,4,0.9498416781425476,0.13676512241363525,,0.9247533679008484,0.9340289235115051,0.941888689994812,,,0.5956730246543884,0.5115177631378174,0.6614879369735718,0.5411638617515564,,,0.8898071050643921,0.5774606466293335,"[[0.0, 0.941888689994812, 0.5956730246543884, 0.5115177631378174], [0.941888689994812, 0.0, 0.6614879369735718, 0.5411638617515564], [0.5956730246543884, 0.6614879369735718, 0.0, 0.8898071050643921], [0.5115177631378174, 0.5411638617515564, 0.8898071050643921, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow6_pmhc_tcr,1,0.7419413924217224,False,0.7287111282348633,0.7948623895645142,4,0.9497584700584412,0.13670827448368073,,0.9246651530265808,0.9339882135391235,0.941922664642334,,,0.5952244400978088,0.5098233819007874,0.6611871719360352,0.5408295392990112,,,0.8901785612106323,0.5767661333084106,"[[0.0, 0.941922664642334, 0.5952244400978088, 0.5098233819007874], [0.941922664642334, 0.0, 0.6611871719360352, 0.5408295392990112], [0.5952244400978088, 0.6611871719360352, 0.0, 0.8901785612106323], [0.5098233819007874, 0.5408295392990112, 0.8901785612106323, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow6_pmhc_tcr,2,0.741844654083252,False,0.7286067008972168,0.7947962880134583,4,0.9497986435890198,0.1366051286458969,,0.9246664643287659,0.9339451789855957,0.9418370127677917,,,0.5946805477142334,0.5095146894454956,0.6595603227615356,0.5306851267814636,,,0.8899313807487488,0.5736101716756821,"[[0.0, 0.9418370127677917, 0.5946805477142334, 0.5095146894454956], [0.9418370127677917, 0.0, 0.6595603227615356, 0.5306851267814636], [0.5946805477142334, 0.6595603227615356, 0.0, 0.8899313807487488], [0.5095146894454956, 0.5306851267814636, 0.8899313807487488, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow6_pmhc_tcr,3,0.7417479753494263,False,0.7285005450248718,0.7947376370429993,4,0.9498540759086609,0.1364075392484665,,0.9247879385948181,0.9340324401855469,0.9420303106307983,,,0.5947116613388062,0.5089775919914246,0.659574031829834,0.5367709398269653,,,0.8902826309204102,0.5750085562467575,"[[0.0, 0.9420303106307983, 0.5947116613388062, 0.5089775919914246], [0.9420303106307983, 0.0, 0.659574031829834, 0.5367709398269653], [0.5947116613388062, 0.659574031829834, 0.0, 0.8902826309204102], [0.5089775919914246, 0.5367709398269653, 0.8902826309204102, 0.0]]"
protenix_v2,classI,with_msa_with_template,7ow6_pmhc_tcr,4,0.7408183813095093,False,0.7275267839431763,0.7939849495887756,4,0.9498392343521118,0.13616780936717987,,0.9245920181274414,0.9339576959609985,0.9414272308349609,,,0.5930262804031372,0.5064667463302612,0.65932297706604,0.5320295095443726,,,0.8898778557777405,0.5727113783359528,"[[0.0, 0.9414272308349609, 0.5930262804031372, 0.5064667463302612], [0.9414272308349609, 0.0, 0.65932297706604, 0.5320295095443726], [0.5930262804031372, 0.65932297706604, 0.0, 0.8898778557777405], [0.5064667463302612, 0.5320295095443726, 0.8898778557777405, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pb2_pmhc_tcr,0,0.562606155872345,True,0.5392634272575378,0.6559768915176392,4,0.9439658522605896,0.13314421474933624,,0.9170322418212891,0.9243147969245911,0.934853196144104,,,0.3008969724178314,0.2633049488067627,0.24742677807807922,0.21344701945781708,,,0.8563260436058044,0.2562689296901226,"[[0.0, 0.934853196144104, 0.3008969724178314, 0.2633049488067627], [0.934853196144104, 0.0, 0.24742677807807922, 0.21344701945781708], [0.3008969724178314, 0.24742677807807922, 0.0, 0.8563260436058044], [0.2633049488067627, 0.21344701945781708, 0.8563260436058044, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pb2_pmhc_tcr,1,0.5523200035095215,False,0.5288447141647339,0.6462212800979614,4,0.9441273212432861,0.13307201862335205,,0.9172128438949585,0.9247252941131592,0.9349228739738464,,,0.28012335300445557,0.25122982263565063,0.22499942779541016,0.20174142718315125,,,0.8563374280929565,0.2395235076546669,"[[0.0, 0.9349228739738464, 0.28012335300445557, 0.25122982263565063], [0.9349228739738464, 0.0, 0.22499942779541016, 0.20174142718315125], [0.28012335300445557, 0.22499942779541016, 0.0, 0.8563374280929565], [0.25122982263565063, 0.20174142718315125, 0.8563374280929565, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pb2_pmhc_tcr,2,0.5188988447189331,False,0.49638304114341736,0.6089619398117065,4,0.9446384906768799,0.13356244564056396,,0.918432354927063,0.9258330464363098,0.9352816343307495,,,0.1973671019077301,0.18735851347446442,0.15185721218585968,0.1394769549369812,,,0.8584752678871155,0.16901494562625885,"[[0.0, 0.9352816343307495, 0.1973671019077301, 0.18735851347446442], [0.9352816343307495, 0.0, 0.15185721218585968, 0.1394769549369812], [0.1973671019077301, 0.15185721218585968, 0.0, 0.8584752678871155], [0.18735851347446442, 0.1394769549369812, 0.8584752678871155, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pb2_pmhc_tcr,3,0.5186096429824829,False,0.49725937843322754,0.6040105819702148,4,0.9461663365364075,0.13400065898895264,,0.917702853679657,0.9263224601745605,0.9371610879898071,,,0.17715290188789368,0.18001645803451538,0.11970503628253937,0.12418027222156525,,,0.8550525903701782,0.15026366710662842,"[[0.0, 0.9371610879898071, 0.17715290188789368, 0.18001645803451538], [0.9371610879898071, 0.0, 0.11970503628253937, 0.12418027222156525], [0.17715290188789368, 0.11970503628253937, 0.0, 0.8550525903701782], [0.18001645803451538, 0.12418027222156525, 0.8550525903701782, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pb2_pmhc_tcr,4,0.5170823335647583,False,0.495138555765152,0.6048574447631836,4,0.9460659623146057,0.13381145894527435,,0.917631208896637,0.9257679581642151,0.9367150068283081,,,0.17816539108753204,0.18151745200157166,0.120405413210392,0.1258825659751892,,,0.8556103110313416,0.15149270556867123,"[[0.0, 0.9367150068283081, 0.17816539108753204, 0.18151745200157166], [0.9367150068283081, 0.0, 0.120405413210392, 0.1258825659751892], [0.17816539108753204, 0.120405413210392, 0.0, 0.8556103110313416], [0.18151745200157166, 0.1258825659751892, 0.8556103110313416, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pbe_pmhc_tcr,0,0.9505915641784668,True,0.948529064655304,0.9588413834571838,4,0.958346426486969,0.19500845670700073,,0.9487259984016418,0.9587045311927795,0.97768235206604,,,0.9317006468772888,0.9409409165382385,0.9188441038131714,0.9240567684173584,,,0.942190408706665,0.9288856089115143,"[[0.0, 0.97768235206604, 0.9317006468772888, 0.9409409165382385], [0.97768235206604, 0.0, 0.9188441038131714, 0.9240567684173584], [0.9317006468772888, 0.9188441038131714, 0.0, 0.942190408706665], [0.9409409165382385, 0.9240567684173584, 0.942190408706665, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pbe_pmhc_tcr,1,0.950538694858551,False,0.9484757781028748,0.9587900638580322,4,0.958304762840271,0.19499380886554718,,0.9485335350036621,0.9585849046707153,0.9776471257209778,,,0.9316288828849792,0.9406467080116272,0.9183875322341919,0.9239218831062317,,,0.9419952630996704,0.9286462515592575,"[[0.0, 0.9776471257209778, 0.9316288828849792, 0.9406467080116272], [0.9776471257209778, 0.0, 0.9183875322341919, 0.9239218831062317], [0.9316288828849792, 0.9183875322341919, 0.0, 0.9419952630996704], [0.9406467080116272, 0.9239218831062317, 0.9419952630996704, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pbe_pmhc_tcr,2,0.9505128860473633,False,0.9484472274780273,0.9587754607200623,4,0.95830237865448,0.19496197998523712,,0.9486086964607239,0.9586560130119324,0.9776577353477478,,,0.9318564534187317,0.9406141638755798,0.9191609621047974,0.923802375793457,,,0.942031741142273,0.9288584887981415,"[[0.0, 0.9776577353477478, 0.9318564534187317, 0.9406141638755798], [0.9776577353477478, 0.0, 0.9191609621047974, 0.923802375793457], [0.9318564534187317, 0.9191609621047974, 0.0, 0.942031741142273], [0.9406141638755798, 0.923802375793457, 0.942031741142273, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pbe_pmhc_tcr,3,0.9504597783088684,False,0.9483915567398071,0.9587326049804688,4,0.958278477191925,0.19485898315906525,,0.9485428929328918,0.9586231708526611,0.9776377081871033,,,0.9315094947814941,0.9405768513679504,0.9187598824501038,0.9236732125282288,,,0.9420546889305115,0.9286298602819443,"[[0.0, 0.9776377081871033, 0.9315094947814941, 0.9405768513679504], [0.9776377081871033, 0.0, 0.9187598824501038, 0.9236732125282288], [0.9315094947814941, 0.9187598824501038, 0.0, 0.9420546889305115], [0.9405768513679504, 0.9236732125282288, 0.9420546889305115, 0.0]]"
protenix_v2,classI,with_msa_with_template,7pbe_pmhc_tcr,4,0.9504526853561401,False,0.9483845233917236,0.9587252736091614,4,0.9581943154335022,0.1947682648897171,,0.9485764503479004,0.9585953950881958,0.9776314496994019,,,0.9316027760505676,0.9406031966209412,0.9183123707771301,0.923920214176178,,,0.9419866800308228,0.9286096394062042,"[[0.0, 0.9776314496994019, 0.9316027760505676, 0.9406031966209412], [0.9776314496994019, 0.0, 0.9183123707771301, 0.923920214176178], [0.9316027760505676, 0.9183123707771301, 0.0, 0.9419866800308228], [0.9406031966209412, 0.923920214176178, 0.9419866800308228, 0.0]]"
protenix_v2,classI,with_msa_with_template,7phr_pmhc_tcr,0,0.9587321877479553,True,0.9574706554412842,0.9637781381607056,4,0.9649171233177185,0.21087341010570526,,0.9539309740066528,0.9515854716300964,0.9827601313591003,,,0.9502496719360352,0.9424721002578735,0.9276224970817566,0.9490626454353333,,,0.9478523135185242,0.9423517286777496,"[[0.0, 0.9827601313591003, 0.9502496719360352, 0.9424721002578735], [0.9827601313591003, 0.0, 0.9276224970817566, 0.9490626454353333], [0.9502496719360352, 0.9276224970817566, 0.0, 0.9478523135185242], [0.9424721002578735, 0.9490626454353333, 0.9478523135185242, 0.0]]"
protenix_v2,classI,with_msa_with_template,7phr_pmhc_tcr,1,0.9586989283561707,False,0.9574351906776428,0.9637536406517029,4,0.9649261236190796,0.21094532310962677,,0.9541142582893372,0.9514898061752319,0.9827404022216797,,,0.9502182602882385,0.9424249529838562,0.9276903867721558,0.9488890767097473,,,0.9478548169136047,0.9423056691884995,"[[0.0, 0.9827404022216797, 0.9502182602882385, 0.9424249529838562], [0.9827404022216797, 0.0, 0.9276903867721558, 0.9488890767097473], [0.9502182602882385, 0.9276903867721558, 0.0, 0.9478548169136047], [0.9424249529838562, 0.9488890767097473, 0.9478548169136047, 0.0]]"
protenix_v2,classI,with_msa_with_template,7phr_pmhc_tcr,2,0.9586873054504395,False,0.9574192762374878,0.9637593030929565,4,0.9648059606552124,0.21083150804042816,,0.9540589451789856,0.9514057636260986,0.9827258586883545,,,0.9503699541091919,0.9423834681510925,0.9277521967887878,0.9488394260406494,,,0.9478372931480408,0.9423362612724304,"[[0.0, 0.9827258586883545, 0.9503699541091919, 0.9423834681510925], [0.9827258586883545, 0.0, 0.9277521967887878, 0.9488394260406494], [0.9503699541091919, 0.9277521967887878, 0.0, 0.9478372931480408], [0.9423834681510925, 0.9488394260406494, 0.9478372931480408, 0.0]]"
protenix_v2,classI,with_msa_with_template,7phr_pmhc_tcr,3,0.9586820602416992,False,0.9574228525161743,0.9637187719345093,4,0.9648127555847168,0.21084579825401306,,0.953950822353363,0.9514195919036865,0.9827443361282349,,,0.9501767158508301,0.9423998594284058,0.9275753498077393,0.9489548802375793,,,0.9477270245552063,0.9422767013311386,"[[0.0, 0.9827443361282349, 0.9501767158508301, 0.9423998594284058], [0.9827443361282349, 0.0, 0.9275753498077393, 0.9489548802375793], [0.9501767158508301, 0.9275753498077393, 0.0, 0.9477270245552063], [0.9423998594284058, 0.9489548802375793, 0.9477270245552063, 0.0]]"
protenix_v2,classI,with_msa_with_template,7phr_pmhc_tcr,4,0.9585291743278503,False,0.9572665691375732,0.9635793566703796,4,0.9646944999694824,0.2107997089624405,,0.9537623524665833,0.9512962698936462,0.9826666712760925,,,0.9500440955162048,0.9422188997268677,0.9273590445518494,0.948857307434082,,,0.9475632309913635,0.942119836807251,"[[0.0, 0.9826666712760925, 0.9500440955162048, 0.9422188997268677], [0.9826666712760925, 0.0, 0.9273590445518494, 0.948857307434082], [0.9500440955162048, 0.9273590445518494, 0.0, 0.9475632309913635], [0.9422188997268677, 0.948857307434082, 0.9475632309913635, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q99_pmhc_tcr,0,0.9088386297225952,True,0.9035933613777161,0.9298195838928223,4,0.9586557745933533,0.1975775808095932,,0.9370526075363159,0.9334043264389038,0.9757243394851685,,,0.9105852246284485,0.8449748158454895,0.8784760236740112,0.8309873342514038,,,0.9050865769386292,0.8662558495998383,"[[0.0, 0.9757243394851685, 0.9105852246284485, 0.8449748158454895], [0.9757243394851685, 0.0, 0.8784760236740112, 0.8309873342514038], [0.9105852246284485, 0.8784760236740112, 0.0, 0.9050865769386292], [0.8449748158454895, 0.8309873342514038, 0.9050865769386292, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q99_pmhc_tcr,1,0.9087563753128052,False,0.9035252332687378,0.9296808242797852,4,0.9587321877479553,0.19756188988685608,,0.9370761513710022,0.9333623051643372,0.975642204284668,,,0.9109116792678833,0.8427644968032837,0.8784883618354797,0.8287045359611511,,,0.9044148325920105,0.8652172684669495,"[[0.0, 0.975642204284668, 0.9109116792678833, 0.8427644968032837], [0.975642204284668, 0.0, 0.8784883618354797, 0.8287045359611511], [0.9109116792678833, 0.8784883618354797, 0.0, 0.9044148325920105], [0.8427644968032837, 0.8287045359611511, 0.9044148325920105, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q99_pmhc_tcr,2,0.9087375402450562,False,0.9034502506256104,0.9298867583274841,4,0.9587002396583557,0.19768790900707245,,0.937035858631134,0.9334039092063904,0.9757034182548523,,,0.9108726978302002,0.8438622951507568,0.8782272338867188,0.8311654925346375,,,0.9051580429077148,0.8660319298505783,"[[0.0, 0.9757034182548523, 0.9108726978302002, 0.8438622951507568], [0.9757034182548523, 0.0, 0.8782272338867188, 0.8311654925346375], [0.9108726978302002, 0.8782272338867188, 0.0, 0.9051580429077148], [0.8438622951507568, 0.8311654925346375, 0.9051580429077148, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q99_pmhc_tcr,3,0.9087233543395996,False,0.9034439921379089,0.929840624332428,4,0.9587109088897705,0.1976255178451538,,0.9371015429496765,0.9334975481033325,0.9757310748100281,,,0.9106377959251404,0.8440229892730713,0.8782264590263367,0.830374538898468,,,0.9051725268363953,0.8658154457807541,"[[0.0, 0.9757310748100281, 0.9106377959251404, 0.8440229892730713], [0.9757310748100281, 0.0, 0.8782264590263367, 0.830374538898468], [0.9106377959251404, 0.8782264590263367, 0.0, 0.9051725268363953], [0.8440229892730713, 0.830374538898468, 0.9051725268363953, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q99_pmhc_tcr,4,0.9086765050888062,False,0.903497576713562,0.9293923377990723,4,0.9586231708526611,0.1975129097700119,,0.9369922876358032,0.933192253112793,0.9756693840026855,,,0.9108206629753113,0.8412747979164124,0.878792941570282,0.8286841511726379,,,0.9037681818008423,0.8648931384086609,"[[0.0, 0.9756693840026855, 0.9108206629753113, 0.8412747979164124], [0.9756693840026855, 0.0, 0.878792941570282, 0.8286841511726379], [0.9108206629753113, 0.878792941570282, 0.0, 0.9037681818008423], [0.8412747979164124, 0.8286841511726379, 0.9037681818008423, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9a_pmhc_tcr,0,0.9309170842170715,True,0.9269752502441406,0.9466844797134399,4,0.9600973725318909,0.20377452671527863,,0.9438040852546692,0.9411631226539612,0.9788963198661804,,,0.9329691529273987,0.8834173679351807,0.9167999029159546,0.8859497308731079,,,0.9198057651519775,0.9047840386629105,"[[0.0, 0.9788963198661804, 0.9329691529273987, 0.8834173679351807], [0.9788963198661804, 0.0, 0.9167999029159546, 0.8859497308731079], [0.9329691529273987, 0.9167999029159546, 0.0, 0.9198057651519775], [0.8834173679351807, 0.8859497308731079, 0.9198057651519775, 0.0]]"
protenix_v2,classI,with_msa_with_template,7q9a_pmhc_tcr,1,0.930831789970398,False,0.926867663860321,0.9466882944107056,4,0.9601024985313416,0.20371925830841064,,0.9437781572341919,0.9412803649902344,0.9789787530899048,,,0.933379054069519,0.881359338760376,0.9174121618270874,0.8859885931015015,,,0.9192666411399841,0.904534786939621,"[[0.0, 0.9789787530899048, 0.933379054069519, 0.881359338760376], [0.9789787530899048, 0.0, 0.9174121618270874, 0.8859885931015015], [0.933379054069519, 0.9174121618270874, 0.0, 0.9192666411399841], [0.881359338760376, 0.8859885931015015, 0.9192666411399841, 0.0]]"
