pdb	model	condition	rank	status	dock_pred	dock_native	dock_err	inc_pred	inc_native	inc_err
8dnt	intellifold2	msa	ranked_0	OK	35.31	31.40	3.91	6.87	3.64	3.23
8en8	intellifold2	msa	ranked_0	OK	27.09	41.37	14.28	8.35	21.57	13.21
8enh	intellifold2	msa	ranked_0	OK	34.21	37.82	3.61	5.16	19.96	14.80
8eo8	intellifold2	msa	ranked_0	OK	34.69	38.49	3.80	13.60	21.40	7.80
8f5a	intellifold2	msa	ranked_0	OK	33.34	49.88	16.53	3.09	6.53	3.44
8gom	intellifold2	msa	ranked_0	OK	46.65	39.06	7.58	6.45	15.79	9.34
8gon	intellifold2	msa	ranked_0	OK	113.89	38.47	75.41	52.50	13.44	39.06
8gvb	intellifold2	msa	ranked_0	OK	53.42	54.52	1.10	16.65	19.12	2.47
8gvg	intellifold2	msa	ranked_0	OK	55.95	55.07	0.88	17.64	20.08	2.44
8gvi	intellifold2	msa	ranked_0	OK	57.41	55.10	2.30	16.43	20.62	4.20
8i5c	intellifold2	msa	ranked_0	OK	45.42	47.69	2.27	27.81	7.33	20.48
8i5d	intellifold2	msa	ranked_0	OK	54.42	44.46	9.96	11.40	11.72	0.31
8qfy	intellifold2	msa	ranked_0	OK	82.14	78.46	3.68	18.80	18.22	0.58
8shi	intellifold2	msa	ranked_0	OK	34.43	20.26	14.16	8.77	18.76	9.98
8wte	intellifold2	msa	ranked_0	OK	54.34	64.06	9.73	5.48	4.45	1.03
8wul	intellifold2	msa	ranked_0	OK	144.73	64.44	80.30	155.97	2.45	153.51
6zkw	intellifold2	msa	ranked_1	OK	35.81	57.14	21.33	23.55	18.99	4.56
6zkx	intellifold2	msa	ranked_1	OK	38.66	54.69	16.02	24.17	13.69	10.49
6zky	intellifold2	msa	ranked_1	OK	43.11	56.78	13.67	19.21	18.99	0.22
6zkz	intellifold2	msa	ranked_1	OK	45.19	56.52	11.33	11.97	18.02	6.06
7dzm	intellifold2	msa	ranked_1	OK	75.25	45.42	29.82	100.41	10.35	90.06
7dzn	intellifold2	msa	ranked_1	OK	48.25	44.85	3.40	9.81	10.90	1.09
7l1d	intellifold2	msa	ranked_1	OK	43.77	47.41	3.64	4.97	3.49	1.48
7n2n	intellifold2	msa	ranked_1	OK	127.24	20.52	106.72	155.22	5.13	150.08
7n2o	intellifold2	msa	ranked_1	OK	128.15	20.11	108.04	153.60	12.74	140.85
7n2p	intellifold2	msa	ranked_1	OK	83.16	21.92	61.24	144.43	9.18	135.26
7n2q	intellifold2	msa	ranked_1	OK	168.20	21.13	147.06	11.11	9.24	1.87
7n2r	intellifold2	msa	ranked_1	OK	168.31	21.24	147.08	21.93	8.70	13.23
7n2s	intellifold2	msa	ranked_1	OK	118.59	21.39	97.20	160.34	5.07	155.26
7n4k	intellifold2	msa	ranked_1	OK	46.79	41.23	5.56	16.90	16.00	0.90
7n5c	intellifold2	msa	ranked_1	OK	44.36	43.40	0.97	15.05	18.17	3.13
7n5p	intellifold2	msa	ranked_1	OK	46.97	41.20	5.77	18.07	16.18	1.89
7na5	intellifold2	msa	ranked_1	OK	48.50	58.96	10.46	1.62	14.97	13.35
7ndq	intellifold2	msa	ranked_1	OK	72.74	76.89	4.15	24.08	19.03	5.06
7ndt	intellifold2	msa	ranked_1	OK	126.82	33.86	92.96	11.34	7.29	4.05
7ndu	intellifold2	msa	ranked_1	OK	74.88	76.62	1.73	29.99	20.08	9.92
7nme	intellifold2	msa	ranked_1	OK	43.73	35.91	7.82	3.31	8.79	5.48
7nmf	intellifold2	msa	ranked_1	OK	43.69	35.95	7.74	3.30	8.90	5.61
7nmg	intellifold2	msa	ranked_1	OK	44.87	34.94	9.93	3.92	7.72	3.80
7ow5	intellifold2	msa	ranked_1	OK	39.52	46.04	6.52	8.58	8.56	0.03
7ow6	intellifold2	msa	ranked_1	OK	40.23	48.16	7.93	8.14	8.38	0.23
7pb2	intellifold2	msa	ranked_1	OK	105.44	41.61	63.83	9.19	9.07	0.12
7pbe	intellifold2	msa	ranked_1	OK	53.67	51.66	2.01	0.39	2.25	1.86
7phr	intellifold2	msa	ranked_1	OK	38.58	42.98	4.40	5.27	5.35	0.08
7q99	intellifold2	msa	ranked_1	OK	42.99	45.58	2.60	2.64	7.05	4.42
7q9a	intellifold2	msa	ranked_1	OK	39.67	47.58	7.91	3.93	9.68	5.75
7q9b	intellifold2	msa	ranked_1	OK	27.73	46.49	18.76	23.73	8.38	15.35
7qpj	intellifold2	msa	ranked_1	OK	31.57	31.58	0.01	11.53	10.81	0.72
7r80	intellifold2	msa	ranked_1	OK	30.94	17.50	13.44	0.78	11.89	11.11
7rk7	intellifold2	msa	ranked_1	OK	74.88	80.75	5.86	14.72	16.46	1.74
7rm4	intellifold2	msa	ranked_1	OK	53.26	35.33	17.93	16.98	18.89	1.91
7rrg	intellifold2	msa	ranked_1	OK	44.07	73.79	29.72	14.78	12.05	2.74
7rtr	intellifold2	msa	ranked_1	OK	53.04	42.24	10.80	1.37	3.53	2.16
7su9	intellifold2	msa	ranked_1	OK	14.26	13.42	0.84	11.96	9.17	2.79
8cx4	intellifold2	msa	ranked_1	OK	18.01	20.06	2.04	5.48	8.65	3.17
8d5q	intellifold2	msa	ranked_1	OK	33.03	31.15	1.87	9.15	9.43	0.28
8dnt	intellifold2	msa	ranked_1	OK	35.75	31.40	4.35	6.61	3.64	2.96
8en8	intellifold2	msa	ranked_1	OK	32.39	41.37	8.98	14.70	21.57	6.87
8enh	intellifold2	msa	ranked_1	OK	33.63	37.82	4.18	5.25	19.96	14.70
8eo8	intellifold2	msa	ranked_1	OK	36.58	38.49	1.91	11.72	21.40	9.68
8f5a	intellifold2	msa	ranked_1	OK	33.13	49.88	16.75	0.71	6.53	5.82
8gom	intellifold2	msa	ranked_1	OK	44.94	39.06	5.87	4.72	15.79	11.07
8gon	intellifold2	msa	ranked_1	OK	112.59	38.47	74.12	55.01	13.44	41.57
8gvb	intellifold2	msa	ranked_1	OK	53.74	54.52	0.77	17.83	19.12	1.29
8gvg	intellifold2	msa	ranked_1	OK	56.74	55.07	1.67	17.38	20.08	2.71
8gvi	intellifold2	msa	ranked_1	OK	57.40	55.10	2.29	17.02	20.62	3.61
8i5c	intellifold2	msa	ranked_1	OK	44.91	47.69	2.78	29.05	7.33	21.72
8i5d	intellifold2	msa	ranked_1	OK	53.59	44.46	9.14	7.66	11.72	4.06
8qfy	intellifold2	msa	ranked_1	OK	82.77	78.46	4.31	20.65	18.22	2.43
8shi	intellifold2	msa	ranked_1	OK	33.29	20.26	13.03	8.40	18.76	10.36
8wte	intellifold2	msa	ranked_1	OK	50.27	64.06	13.79	7.27	4.45	2.82
8wul	intellifold2	msa	ranked_1	OK	61.60	64.44	2.84	3.72	2.45	1.27
6zkw	intellifold2	msa	ranked_2	OK	33.88	57.14	23.26	21.96	18.99	2.96
6zkx	intellifold2	msa	ranked_2	OK	40.21	54.69	14.47	24.57	13.69	10.88
6zky	intellifold2	msa	ranked_2	OK	43.84	56.78	12.94	14.09	18.99	4.90
6zkz	intellifold2	msa	ranked_2	OK	44.26	56.52	12.25	17.12	18.02	0.90
7dzm	intellifold2	msa	ranked_2	OK	24.57	45.42	20.86	52.62	10.35	42.27
7dzn	intellifold2	msa	ranked_2	OK	47.79	44.85	2.94	10.51	10.90	0.39
7l1d	intellifold2	msa	ranked_2	OK	40.66	47.41	6.75	5.09	3.49	1.60
7n2n	intellifold2	msa	ranked_2	OK	128.80	20.52	108.28	156.14	5.13	151.01
7n2o	intellifold2	msa	ranked_2	OK	130.15	20.11	110.04	154.54	12.74	141.80
7n2p	intellifold2	msa	ranked_2	OK	81.30	21.92	59.38	142.81	9.18	133.63
7n2q	intellifold2	msa	ranked_2	OK	166.03	21.13	144.89	12.66	9.24	3.43
7n2r	intellifold2	msa	ranked_2	OK	168.58	21.24	147.35	20.31	8.70	11.61
7n2s	intellifold2	msa	ranked_2	OK	116.90	21.39	95.51	157.54	5.07	152.46
7n4k	intellifold2	msa	ranked_2	OK	45.61	41.23	4.38	17.27	16.00	1.26
7n5c	intellifold2	msa	ranked_2	OK	42.58	43.40	0.81	17.78	18.17	0.39
7n5p	intellifold2	msa	ranked_2	OK	46.00	41.20	4.81	15.51	16.18	0.67
7na5	intellifold2	msa	ranked_2	OK	49.47	58.96	9.49	1.56	14.97	13.41
7ndq	intellifold2	msa	ranked_2	OK	71.35	76.89	5.54	20.50	19.03	1.47
7ndt	intellifold2	msa	ranked_2	OK	124.15	33.86	90.29	10.23	7.29	2.94
7ndu	intellifold2	msa	ranked_2	OK	74.12	76.62	2.50	30.50	20.08	10.42
7nme	intellifold2	msa	ranked_2	OK	43.90	35.91	7.99	6.48	8.79	2.31
7nmf	intellifold2	msa	ranked_2	OK	43.82	35.95	7.87	6.51	8.90	2.39
7nmg	intellifold2	msa	ranked_2	OK	45.61	34.94	10.66	3.64	7.72	4.08
7ow5	intellifold2	msa	ranked_2	OK	38.33	46.04	7.71	9.38	8.56	0.82
7ow6	intellifold2	msa	ranked_2	OK	40.29	48.16	7.86	7.90	8.38	0.48
7pb2	intellifold2	msa	ranked_2	OK	103.24	41.61	61.63	8.12	9.07	0.94
7pbe	intellifold2	msa	ranked_2	OK	53.58	51.66	1.92	1.47	2.25	0.78
7phr	intellifold2	msa	ranked_2	OK	39.47	42.98	3.51	5.79	5.35	0.43
7q99	intellifold2	msa	ranked_2	OK	42.91	45.58	2.67	4.77	7.05	2.29
7q9a	intellifold2	msa	ranked_2	OK	40.44	47.58	7.14	3.19	9.68	6.48
7q9b	intellifold2	msa	ranked_2	OK	25.53	46.49	20.96	21.97	8.38	13.59
7qpj	intellifold2	msa	ranked_2	OK	31.41	31.58	0.17	10.88	10.81	0.07
7r80	intellifold2	msa	ranked_2	OK	31.23	17.50	13.73	1.33	11.89	10.57
7rk7	intellifold2	msa	ranked_2	OK	83.86	80.75	3.11	11.79	16.46	4.67
7rm4	intellifold2	msa	ranked_2	OK	50.77	35.33	15.44	19.86	18.89	0.97
7rrg	intellifold2	msa	ranked_2	OK	40.64	73.79	33.15	17.69	12.05	5.64
7rtr	intellifold2	msa	ranked_2	OK	53.64	42.24	11.39	1.12	3.53	2.41
7su9	intellifold2	msa	ranked_2	OK	14.83	13.42	1.40	14.35	9.17	5.18
8cx4	intellifold2	msa	ranked_2	OK	14.98	20.06	5.08	7.14	8.65	1.50
8d5q	intellifold2	msa	ranked_2	OK	33.21	31.15	2.06	11.96	9.43	2.53
8dnt	intellifold2	msa	ranked_2	OK	34.59	31.40	3.19	5.87	3.64	2.22
8en8	intellifold2	msa	ranked_2	OK	32.68	41.37	8.68	13.71	21.57	7.86
8enh	intellifold2	msa	ranked_2	OK	35.72	37.82	2.09	6.75	19.96	13.21
8eo8	intellifold2	msa	ranked_2	OK	34.58	38.49	3.91	12.67	21.40	8.73
8f5a	intellifold2	msa	ranked_2	OK	29.84	49.88	20.04	3.99	6.53	2.54
8gom	intellifold2	msa	ranked_2	OK	44.52	39.06	5.46	3.22	15.79	12.57
8gon	intellifold2	msa	ranked_2	OK	113.18	38.47	74.71	52.77	13.44	39.33
8gvb	intellifold2	msa	ranked_2	OK	53.79	54.52	0.73	17.24	19.12	1.88
8gvg	intellifold2	msa	ranked_2	OK	55.38	55.07	0.31	18.25	20.08	1.84
8gvi	intellifold2	msa	ranked_2	OK	56.86	55.10	1.75	18.75	20.62	1.88
8i5c	intellifold2	msa	ranked_2	OK	45.36	47.69	2.33	29.64	7.33	22.31
8i5d	intellifold2	msa	ranked_2	OK	52.95	44.46	8.50	12.78	11.72	1.06
8qfy	intellifold2	msa	ranked_2	OK	81.45	78.46	2.99	18.16	18.22	0.06
8shi	intellifold2	msa	ranked_2	OK	32.77	20.26	12.51	6.86	18.76	11.90
8wte	intellifold2	msa	ranked_2	OK	54.67	64.06	9.40	6.33	4.45	1.88
8wul	intellifold2	msa	ranked_2	OK	62.92	64.44	1.51	3.37	2.45	0.92
6zkw	intellifold2	msa	ranked_3	OK	24.86	57.14	32.29	30.87	18.99	11.88
6zkx	intellifold2	msa	ranked_3	OK	39.31	54.69	15.37	23.73	13.69	10.05
6zky	intellifold2	msa	ranked_3	OK	39.82	56.78	16.96	15.67	18.99	3.32
6zkz	intellifold2	msa	ranked_3	OK	43.64	56.52	12.88	12.43	18.02	5.59
7dzm	intellifold2	msa	ranked_3	OK	57.83	45.42	12.40	131.91	10.35	121.56
7dzn	intellifold2	msa	ranked_3	OK	48.16	44.85	3.31	11.19	10.90	0.28
7l1d	intellifold2	msa	ranked_3	OK	42.38	47.41	5.03	5.34	3.49	1.85
7n2n	intellifold2	msa	ranked_3	OK	130.21	20.52	109.69	154.79	5.13	149.66
7n2o	intellifold2	msa	ranked_3	OK	129.24	20.11	109.13	158.05	12.74	145.31
7n2p	intellifold2	msa	ranked_3	OK	82.90	21.92	60.97	144.42	9.18	135.24
7n2q	intellifold2	msa	ranked_3	OK	171.14	21.13	150.00	8.52	9.24	0.72
7n2r	intellifold2	msa	ranked_3	OK	168.32	21.24	147.09	18.89	8.70	10.19
7n2s	intellifold2	msa	ranked_3	OK	116.64	21.39	95.24	157.75	5.07	152.68
7n4k	intellifold2	msa	ranked_3	OK	47.41	41.23	6.18	16.49	16.00	0.48
7n5c	intellifold2	msa	ranked_3	OK	41.94	43.40	1.46	15.29	18.17	2.88
7n5p	intellifold2	msa	ranked_3	OK	47.09	41.20	5.89	17.20	16.18	1.02
7na5	intellifold2	msa	ranked_3	OK	49.74	58.96	9.22	2.04	14.97	12.94
7ndq	intellifold2	msa	ranked_3	OK	71.34	76.89	5.55	21.41	19.03	2.38
7ndt	intellifold2	msa	ranked_3	OK	149.79	33.86	115.93	2.56	7.29	4.73
7ndu	intellifold2	msa	ranked_3	OK	74.41	76.62	2.20	28.77	20.08	8.69
7nme	intellifold2	msa	ranked_3	OK	42.42	35.91	6.50	3.67	8.79	5.12
7nmf	intellifold2	msa	ranked_3	OK	42.41	35.95	6.46	3.65	8.90	5.25
7nmg	intellifold2	msa	ranked_3	OK	43.23	34.94	8.29	4.89	7.72	2.83
7ow5	intellifold2	msa	ranked_3	OK	37.59	46.04	8.45	11.06	8.56	2.50
7ow6	intellifold2	msa	ranked_3	OK	41.40	48.16	6.76	11.73	8.38	3.35
7pb2	intellifold2	msa	ranked_3	OK	105.11	41.61	63.49	7.33	9.07	1.73
7pbe	intellifold2	msa	ranked_3	OK	53.01	51.66	1.35	0.76	2.25	1.49
7phr	intellifold2	msa	ranked_3	OK	39.02	42.98	3.95	6.48	5.35	1.12
7q99	intellifold2	msa	ranked_3	OK	41.54	45.58	4.04	2.98	7.05	4.07
7q9a	intellifold2	msa	ranked_3	OK	39.57	47.58	8.01	5.64	9.68	4.04
7q9b	intellifold2	msa	ranked_3	OK	26.66	46.49	19.83	20.68	8.38	12.30
7qpj	intellifold2	msa	ranked_3	OK	32.01	31.58	0.43	10.41	10.81	0.40
7r80	intellifold2	msa	ranked_3	OK	30.17	17.50	12.66	1.06	11.89	10.83
7rk7	intellifold2	msa	ranked_3	OK	83.52	80.75	2.77	11.66	16.46	4.80
7rm4	intellifold2	msa	ranked_3	OK	50.93	35.33	15.60	17.66	18.89	1.22
7rrg	intellifold2	msa	ranked_3	OK	42.94	73.79	30.85	15.52	12.05	3.47
7rtr	intellifold2	msa	ranked_3	OK	56.72	42.24	14.47	0.38	3.53	3.15
7su9	intellifold2	msa	ranked_3	OK	15.22	13.42	1.80	10.09	9.17	0.92
8cx4	intellifold2	msa	ranked_3	OK	16.42	20.06	3.64	7.15	8.65	1.50
8d5q	intellifold2	msa	ranked_3	OK	33.88	31.15	2.73	13.57	9.43	4.14
8dnt	intellifold2	msa	ranked_3	OK	34.55	31.40	3.15	5.83	3.64	2.19
8en8	intellifold2	msa	ranked_3	OK	30.16	41.37	11.21	17.60	21.57	3.96
8enh	intellifold2	msa	ranked_3	OK	34.05	37.82	3.76	7.74	19.96	12.22
8eo8	intellifold2	msa	ranked_3	OK	34.57	38.49	3.92	15.55	21.40	5.85
8f5a	intellifold2	msa	ranked_3	OK	30.96	49.88	18.92	0.58	6.53	5.95
8gom	intellifold2	msa	ranked_3	OK	17.59	39.06	21.47	27.49	15.79	11.70
8gon	intellifold2	msa	ranked_3	OK	46.67	38.47	8.19	12.60	13.44	0.84
8gvb	intellifold2	msa	ranked_3	OK	54.10	54.52	0.41	17.54	19.12	1.58
8gvg	intellifold2	msa	ranked_3	OK	56.89	55.07	1.81	18.57	20.08	1.51
8gvi	intellifold2	msa	ranked_3	OK	55.11	55.10	0.01	18.72	20.62	1.90
8i5c	intellifold2	msa	ranked_3	OK	44.75	47.69	2.94	25.86	7.33	18.54
8i5d	intellifold2	msa	ranked_3	OK	50.41	44.46	5.95	9.39	11.72	2.33
8qfy	intellifold2	msa	ranked_3	OK	82.33	78.46	3.87	19.02	18.22	0.80
8shi	intellifold2	msa	ranked_3	OK	31.83	20.26	11.56	6.63	18.76	12.13
8wte	intellifold2	msa	ranked_3	OK	54.29	64.06	9.77	10.49	4.45	6.04
8wul	intellifold2	msa	ranked_3	OK	62.36	64.44	2.08	0.82	2.45	1.63
6zkw	intellifold2	msa	ranked_4	OK	43.96	57.14	13.18	21.73	18.99	2.73
6zkx	intellifold2	msa	ranked_4	OK	42.11	54.69	12.58	21.63	13.69	7.94
6zky	intellifold2	msa	ranked_4	OK	44.20	56.78	12.58	16.31	18.99	2.69
6zkz	intellifold2	msa	ranked_4	OK	41.17	56.52	15.34	11.39	18.02	6.63
7dzm	intellifold2	msa	ranked_4	OK	121.97	45.42	76.54	166.36	10.35	156.01
7dzn	intellifold2	msa	ranked_4	OK	47.65	44.85	2.80	9.69	10.90	1.21
7l1d	intellifold2	msa	ranked_4	OK	50.83	47.41	3.42	14.00	3.49	10.51
7n2n	intellifold2	msa	ranked_4	OK	125.88	20.52	105.36	158.93	5.13	153.79
7n2o	intellifold2	msa	ranked_4	OK	10.98	20.11	9.14	1.68	12.74	11.07
7n2p	intellifold2	msa	ranked_4	OK	80.85	21.92	58.93	141.66	9.18	132.48
7n2q	intellifold2	msa	ranked_4	OK	169.11	21.13	147.98	11.98	9.24	2.75
7n2r	intellifold2	msa	ranked_4	OK	79.22	21.24	57.98	142.74	8.70	134.04
7n2s	intellifold2	msa	ranked_4	OK	113.21	21.39	91.82	156.04	5.07	150.96
7n4k	intellifold2	msa	ranked_4	OK	47.09	41.23	5.86	18.59	16.00	2.59
7n5c	intellifold2	msa	ranked_4	OK	43.07	43.40	0.33	13.86	18.17	4.31
7n5p	intellifold2	msa	ranked_4	OK	45.37	41.20	4.17	15.83	16.18	0.35
7na5	intellifold2	msa	ranked_4	OK	49.42	58.96	9.54	1.92	14.97	13.05
7ndq	intellifold2	msa	ranked_4	OK	72.49	76.89	4.40	22.64	19.03	3.61
7ndt	intellifold2	msa	ranked_4	OK	85.27	33.86	51.41	172.56	7.29	165.27
7ndu	intellifold2	msa	ranked_4	OK	74.32	76.62	2.30	28.29	20.08	8.21
7nme	intellifold2	msa	ranked_4	OK	47.55	35.91	11.64	3.92	8.79	4.87
7nmf	intellifold2	msa	ranked_4	OK	47.50	35.95	11.55	3.90	8.90	5.00
7nmg	intellifold2	msa	ranked_4	OK	44.22	34.94	9.28	3.38	7.72	4.34
7ow5	intellifold2	msa	ranked_4	OK	40.00	46.04	6.04	11.28	8.56	2.72
7ow6	intellifold2	msa	ranked_4	OK	41.68	48.16	6.48	13.21	8.38	4.83
7pb2	intellifold2	msa	ranked_4	OK	104.44	41.61	62.82	9.01	9.07	0.05
7pbe	intellifold2	msa	ranked_4	OK	53.08	51.66	1.42	1.54	2.25	0.71
7phr	intellifold2	msa	ranked_4	OK	38.79	42.98	4.18	6.03	5.35	0.68
7q99	intellifold2	msa	ranked_4	OK	41.54	45.58	4.04	4.53	7.05	2.53
7q9a	intellifold2	msa	ranked_4	OK	40.09	47.58	7.49	4.68	9.68	5.00
7q9b	intellifold2	msa	ranked_4	OK	27.50	46.49	18.99	18.34	8.38	9.96
7qpj	intellifold2	msa	ranked_4	OK	31.44	31.58	0.14	11.59	10.81	0.77
7r80	intellifold2	msa	ranked_4	OK	28.83	17.50	11.33	1.84	11.89	10.06
7rk7	intellifold2	msa	ranked_4	OK	72.63	80.75	8.12	11.11	16.46	5.36
7rm4	intellifold2	msa	ranked_4	OK	50.28	35.33	14.95	17.90	18.89	0.98
7rrg	intellifold2	msa	ranked_4	OK	37.47	73.79	36.32	17.93	12.05	5.89
7rtr	intellifold2	msa	ranked_4	OK	52.36	42.24	10.12	1.85	3.53	1.67
7su9	intellifold2	msa	ranked_4	OK	14.85	13.42	1.42	13.29	9.17	4.12
8cx4	intellifold2	msa	ranked_4	OK	14.90	20.06	5.16	6.96	8.65	1.68
8d5q	intellifold2	msa	ranked_4	OK	32.68	31.15	1.52	9.33	9.43	0.11
8dnt	intellifold2	msa	ranked_4	OK	35.02	31.40	3.61	6.33	3.64	2.69
8en8	intellifold2	msa	ranked_4	OK	33.50	41.37	7.86	9.89	21.57	11.67
8enh	intellifold2	msa	ranked_4	OK	36.26	37.82	1.55	6.89	19.96	13.07
8eo8	intellifold2	msa	ranked_4	OK	37.74	38.49	0.76	14.23	21.40	7.17
8f5a	intellifold2	msa	ranked_4	OK	31.39	49.88	18.49	2.00	6.53	4.53
8gom	intellifold2	msa	ranked_4	OK	47.27	39.06	8.20	6.41	15.79	9.38
8gon	intellifold2	msa	ranked_4	OK	93.65	38.47	55.18	153.38	13.44	139.95
8gvb	intellifold2	msa	ranked_4	OK	53.66	54.52	0.85	17.04	19.12	2.08
8gvg	intellifold2	msa	ranked_4	OK	56.70	55.07	1.63	18.47	20.08	1.62
8gvi	intellifold2	msa	ranked_4	OK	57.35	55.10	2.24	18.22	20.62	2.40
8i5c	intellifold2	msa	ranked_4	OK	45.65	47.69	2.04	27.25	7.33	19.92
8i5d	intellifold2	msa	ranked_4	OK	46.34	44.46	1.89	6.94	11.72	4.78
8qfy	intellifold2	msa	ranked_4	OK	81.97	78.46	3.51	18.59	18.22	0.36
8shi	intellifold2	msa	ranked_4	OK	31.44	20.26	11.18	5.71	18.76	13.04
8wte	intellifold2	msa	ranked_4	OK	56.11	64.06	7.95	5.34	4.45	0.89
8wul	intellifold2	msa	ranked_4	OK	62.47	64.44	1.96	1.51	2.45	0.95
6zkw	intellifold2	msa+tmpl	ranked_0	OK	28.44	57.14	28.71	31.16	18.99	12.17
6zkx	intellifold2	msa+tmpl	ranked_0	OK	21.00	54.69	33.68	30.61	13.69	16.93
6zky	intellifold2	msa+tmpl	ranked_0	OK	41.82	56.78	14.96	14.70	18.99	4.29
6zkz	intellifold2	msa+tmpl	ranked_0	OK	41.82	56.52	14.69	13.63	18.02	4.39
7dzm	intellifold2	msa+tmpl	ranked_0	OK	78.50	45.42	33.07	101.72	10.35	91.37
7dzn	intellifold2	msa+tmpl	ranked_0	OK	48.38	44.85	3.53	9.94	10.90	0.96
7l1d	intellifold2	msa+tmpl	ranked_0	OK	40.87	47.41	6.54	3.62	3.49	0.13
7n2n	intellifold2	msa+tmpl	ranked_0	OK	129.21	20.52	108.68	150.34	5.13	145.21
7n2o	intellifold2	msa+tmpl	ranked_0	OK	132.45	20.11	112.34	158.20	12.74	145.46
7n2p	intellifold2	msa+tmpl	ranked_0	OK	81.04	21.92	59.12	142.08	9.18	132.91
7n2q	intellifold2	msa+tmpl	ranked_0	OK	81.95	21.13	60.82	63.56	9.24	54.33
7n2r	intellifold2	msa+tmpl	ranked_0	OK	83.46	21.24	62.23	62.86	8.70	54.17
7n2s	intellifold2	msa+tmpl	ranked_0	OK	18.48	21.39	2.91	10.10	5.07	5.03
7n4k	intellifold2	msa+tmpl	ranked_0	OK	47.12	41.23	5.89	16.25	16.00	0.25
7n5c	intellifold2	msa+tmpl	ranked_0	OK	44.11	43.40	0.71	12.60	18.17	5.57
7n5p	intellifold2	msa+tmpl	ranked_0	OK	45.18	41.20	3.98	16.99	16.18	0.81
7na5	intellifold2	msa+tmpl	ranked_0	OK	49.86	58.96	9.11	2.78	14.97	12.19
7ndq	intellifold2	msa+tmpl	ranked_0	OK	73.96	76.89	2.93	26.49	19.03	7.46
7ndt	intellifold2	msa+tmpl	ranked_0	OK	32.14	33.86	1.72	10.27	7.29	2.98
7ndu	intellifold2	msa+tmpl	ranked_0	OK	73.69	76.62	2.93	28.10	20.08	8.02
7nme	intellifold2	msa+tmpl	ranked_0	OK	45.61	35.91	9.69	3.32	8.79	5.47
7nmf	intellifold2	msa+tmpl	ranked_0	OK	45.61	35.95	9.65	3.32	8.90	5.58
7nmg	intellifold2	msa+tmpl	ranked_0	OK	43.23	34.94	8.29	6.01	7.72	1.71
7ow5	intellifold2	msa+tmpl	ranked_0	OK	40.45	46.04	5.58	12.40	8.56	3.84
7ow6	intellifold2	msa+tmpl	ranked_0	OK	39.95	48.16	8.21	7.67	8.38	0.71
7pb2	intellifold2	msa+tmpl	ranked_0	OK	118.17	41.61	76.56	9.70	9.07	0.63
7pbe	intellifold2	msa+tmpl	ranked_0	OK	54.82	51.66	3.17	2.03	2.25	0.22
7phr	intellifold2	msa+tmpl	ranked_0	OK	37.70	42.98	5.28	6.63	5.35	1.28
7q99	intellifold2	msa+tmpl	ranked_0	OK	41.36	45.58	4.22	4.22	7.05	2.83
7q9a	intellifold2	msa+tmpl	ranked_0	OK	39.10	47.58	8.48	4.05	9.68	5.63
7q9b	intellifold2	msa+tmpl	ranked_0	OK	36.70	46.49	9.79	6.92	8.38	1.46
7qpj	intellifold2	msa+tmpl	ranked_0	OK	32.45	31.58	0.87	11.56	10.81	0.74
7r80	intellifold2	msa+tmpl	ranked_0	OK	21.69	17.50	4.19	11.04	11.89	0.85
7rk7	intellifold2	msa+tmpl	ranked_0	OK	50.82	80.75	29.93	7.59	16.46	8.87
7rm4	intellifold2	msa+tmpl	ranked_0	OK	54.48	35.33	19.15	18.73	18.89	0.16
7rrg	intellifold2	msa+tmpl	ranked_0	OK	97.51	73.79	23.72	169.19	12.05	157.15
7rtr	intellifold2	msa+tmpl	ranked_0	OK	52.71	42.24	10.47	3.44	3.53	0.09
7su9	intellifold2	msa+tmpl	ranked_0	OK	14.32	13.42	0.90	12.24	9.17	3.07
8cx4	intellifold2	msa+tmpl	ranked_0	OK	17.23	20.06	2.83	5.62	8.65	3.02
8d5q	intellifold2	msa+tmpl	ranked_0	OK	34.24	31.15	3.08	9.79	9.43	0.36
8dnt	intellifold2	msa+tmpl	ranked_0	OK	35.93	31.40	4.53	7.58	3.64	3.93
8en8	intellifold2	msa+tmpl	ranked_0	OK	35.74	41.37	5.63	5.01	21.57	16.55
8enh	intellifold2	msa+tmpl	ranked_0	OK	35.74	37.82	2.08	4.58	19.96	15.38
8eo8	intellifold2	msa+tmpl	ranked_0	OK	33.72	38.49	4.77	4.11	21.40	17.29
8f5a	intellifold2	msa+tmpl	ranked_0	OK	32.62	49.88	17.25	14.04	6.53	7.51
8gom	intellifold2	msa+tmpl	ranked_0	OK	43.28	39.06	4.22	5.06	15.79	10.73
8gon	intellifold2	msa+tmpl	ranked_0	OK	15.79	38.47	22.68	29.39	13.44	15.96
8gvb	intellifold2	msa+tmpl	ranked_0	OK	54.80	54.52	0.29	14.52	19.12	4.60
8gvg	intellifold2	msa+tmpl	ranked_0	OK	56.16	55.07	1.09	17.09	20.08	3.00
8gvi	intellifold2	msa+tmpl	ranked_0	OK	58.25	55.10	3.14	15.20	20.62	5.42
8i5c	intellifold2	msa+tmpl	ranked_0	OK	38.05	47.69	9.63	15.63	7.33	8.31
8i5d	intellifold2	msa+tmpl	ranked_0	OK	55.78	44.46	11.32	11.45	11.72	0.27
